q1,q2,duplicate
Dış yatay geçiş nedir  kimler başvurabilir?,dış yatay geçiş nasıl yapılır?,1
Dış yatay geçiş nedir  kimler başvurabilir?,Dış yatay geçiş şartları nelerdir?,1
dış yatay geçiş nasıl yapılır?,Dış yatay geçiş şartları nelerdir?,1
Çift ana dal (Double Major) nedir? Kimler başvurabilir?,çift anadala kimler başvurabilir,1
Çift ana dal (Double Major) nedir? Kimler başvurabilir?,Çift anadal ne demektir ve şartları nelerdir?,1
çift anadala kimler başvurabilir,Çift anadal ne demektir ve şartları nelerdir?,1
Yan dal (Minor) nedir? Kimler başvurabilir?,yan dal nedir ve nasıl başvurulur,1
Yan dal (Minor) nedir? Kimler başvurabilir?,Yandal ne demektir ve şartları nelerdir?,1
yan dal nedir ve nasıl başvurulur,Yandal ne demektir ve şartları nelerdir?,1
İç yatay geçiş nedir?,iç yatay geçiş ne anlama geliyor,1
İç yatay geçiş nedir?,İç yatay geçiş ne demektir?,1
iç yatay geçiş ne anlama geliyor,İç yatay geçiş ne demektir?,1
Ek yerleştirmeden nasıl yararlanabilirim ?,Ek yerleştirme ne demektir?,1
Ek yerleştirmeden nasıl yararlanabilirim ?,Ek yerleştirme imkanı var mı ?,1
Ek yerleştirme ne demektir?,Ek yerleştirme imkanı var mı ?,1
Çift ana dal hakkında bilgi alabilir miyim ?,Çift anadal nedir ?,1
Çift ana dal hakkında bilgi alabilir miyim ?,Çift anadal şartları nelerdir ?,1
Çift anadal nedir ?,Çift anadal şartları nelerdir ?,1
Ana dal yan dal çift anadal programlarında ders sayma işlemi nasıl oluyor ?,Ana dal yan dal çift anadal Ders sayma işlemleri nasıl oluyıor ?,1
Ana dal yan dal çift anadal programlarında ders sayma işlemi nasıl oluyor ?,Ders sayma işlemlerimi Ana dal yan dal çift anadal programında nasıl yapabilirim ?,1
Ana dal yan dal çift anadal Ders sayma işlemleri nasıl oluyıor ?,Ders sayma işlemlerimi Ana dal yan dal çift anadal programında nasıl yapabilirim ?,1
Hangi üniversitelerden yatay geçiş kabul ediyorsunuz ?,Her üniversiteden yatay geçiş kabul ediliyor mu ?,1
Hangi üniversitelerden yatay geçiş kabul ediyorsunuz ?,Yatay geçiş için hangi üniversiteden geldiğim farkediyor mu ?,1
Her üniversiteden yatay geçiş kabul ediliyor mu ?,Yatay geçiş için hangi üniversiteden geldiğim farkediyor mu ?,1
Yatay geçişte başvurum kabul olmasına rağmen kayıt yaptırmazsam ne olur ?,Yatay geçişte başvurum onaylanmasına rağmen kayıt olmazsam ne olur ?,1
Yatay geçişte başvurum kabul olmasına rağmen kayıt yaptırmazsam ne olur ?,Yatay geçiş için onay aldım ama kayıt olmadım bişey olur mu ?,1
Yatay geçişte başvurum onaylanmasına rağmen kayıt olmazsam ne olur ?,Yatay geçiş için onay aldım ama kayıt olmadım bişey olur mu ?,1
Irregular öğrenci olmam yatay geçiş yapmamı engeller mi ?,Düzensiz öğrenci olmam yatay geçişi engeller mi?,1
Irregular öğrenci olmam yatay geçiş yapmamı engeller mi ?,Irregular öğrenci olmak yatay geçişte fark yaratıyor mu ?,1
Düzensiz öğrenci olmam yatay geçişi engeller mi?,Irregular öğrenci olmak yatay geçişte fark yaratıyor mu ?,1
Yatay geçişte farklı puan türündeki bölümleri tercih edebilir miyim ?,Farklı puan türündeki bölüme yatay geçiş ile geçebilir miyim ?,1
Yatay geçişte farklı puan türündeki bölümleri tercih edebilir miyim ?,Farklı türde bölüme yatay geçiş yapabilir miyim ?,1
Farklı puan türündeki bölüme yatay geçiş ile geçebilir miyim ?,Farklı türde bölüme yatay geçiş yapabilir miyim ?,1
Yatay geçişten kabul olma durumumda kaçıncı sınıftan başlayacağım ? ,Yatay geçiş ile kaçıncı sınıftan başlarım ?,1
Yatay geçişten kabul olma durumumda kaçıncı sınıftan başlayacağım ? ,yatay geçiş ile kaçıncı dönemde başlarım?,1
Yatay geçiş ile kaçıncı sınıftan başlarım ?,yatay geçiş ile kaçıncı dönemde başlarım?,1
Geçmiş yıllarda yatay geçişle kabul edilmiş öğrencilerin puanlarını görebilir miyim ?,Yatay geçişle kabul edilmiş eski öğrencilerin puanlarını  görebilir miyim ?,1
Geçmiş yıllarda yatay geçişle kabul edilmiş öğrencilerin puanlarını görebilir miyim ?,Yatay geçiş ile gelmiş eski öğrencilerin notlarını görebilir miyim ?,1
Yatay geçişle kabul edilmiş eski öğrencilerin puanlarını  görebilir miyim ?,Yatay geçiş ile gelmiş eski öğrencilerin notlarını görebilir miyim ?,1
Yatay geçiş değerlendirmesinde not ortalamam mı daha öncemli yoksa üniversiteye giriş puanım mı?,Yatay geçişte Üniversiteye giriş puanımı daha önemli not ortalaması mı ?,1
Yatay geçiş değerlendirmesinde not ortalamam mı daha öncemli yoksa üniversiteye giriş puanım mı?,Yatay geçişte üniversiteye giriş puanımı önemli okul ortalaması mı daha önemli ?,1
Yatay geçişte Üniversiteye giriş puanımı daha önemli not ortalaması mı ?,Yatay geçişte üniversiteye giriş puanımı önemli okul ortalaması mı daha önemli ?,1
Merkezi yerleştirme puanıyla Yatay geçiş kapsamında başvuru yapmam halinde ingilizce yeterliliğimi belgelemem gerekiyor mu?,Yatay geçiş ile geldigimde ingilizce yeterliliğimi belgelemem gerekiyor mu ?,1
Merkezi yerleştirme puanıyla Yatay geçiş kapsamında başvuru yapmam halinde ingilizce yeterliliğimi belgelemem gerekiyor mu?,İngilizce yeterliliğimi yatay geçiş ile geldigimde belgelemem gerekiyor mu ?,1
Yatay geçiş ile geldigimde ingilizce yeterliliğimi belgelemem gerekiyor mu ?,İngilizce yeterliliğimi yatay geçiş ile geldigimde belgelemem gerekiyor mu ?,1
Çift anadal yandal başvurularında herhangi dersten çekilmem başvuru yapmama engel mi?,Dersten çekilmem çift anadal yandal başvurularımı etkiler mi ?,1
Çift anadal yandal başvurularında herhangi dersten çekilmem başvuru yapmama engel mi?,Aldıgım dersi bırakmam çift anadal yandal başvurumda olumsuz sonuç oluşturur mu ?,1
Dersten çekilmem çift anadal yandal başvurularımı etkiler mi ?,Aldıgım dersi bırakmam çift anadal yandal başvurumda olumsuz sonuç oluşturur mu ?,1
Şuan da bir yandal programına kayıtlıyım başka bir program için başvuru yapabilir miyim ?,Birden fazla yan dal başvurusu yapabilir miyim ?,1
Şuan da bir yandal programına kayıtlıyım başka bir program için başvuru yapabilir miyim ?,yandal başvurularında çoklu başvuru oluyor mu ?,1
Birden fazla yan dal başvurusu yapabilir miyim ?,yandal başvurularında çoklu başvuru oluyor mu ?,1
Yandal başvurusunda bulundum aynı zaman da erasmusa kabul edildim ne yapabilirim ?,Yandala başvurdum ve erasmusa gidiyorum ne yapabilirim ?,1
Yandal başvurusunda bulundum aynı zaman da erasmusa kabul edildim ne yapabilirim ?,Erasmusa gidiyorum ama yandala başvurmuştum ne yapabilirim ?,1
Yandala başvurdum ve erasmusa gidiyorum ne yapabilirim ?,Erasmusa gidiyorum ama yandala başvurmuştum ne yapabilirim ?,1
Aynı dönem içerinde yandal çift anadal yatay geçiş başvurusu yapabilir miyim ?,Aynı dönem içerisinde yandal çift anadal yatay geçiş yapabilir miyim ?,1
Aynı dönem içerinde yandal çift anadal yatay geçiş başvurusu yapabilir miyim ?,Aynı dönem de yandal çift anadal yatay geçiş yapılabilir mi ?,1
Aynı dönem içerisinde yandal çift anadal yatay geçiş yapabilir miyim ?,Aynı dönem de yandal çift anadal yatay geçiş yapılabilir mi ?,1
Aynı anda birden fazla bölüme kabul olmam halinde ne yapmam gerekiyor ?,Yatay geçişte aynı anda birden fazla bölüme kabul edilirsem ne yapmam gerekiyor ?,1
Aynı anda birden fazla bölüme kabul olmam halinde ne yapmam gerekiyor ?,Yatay geçiş ile aynı zamanda birden fazla bölüme alındım ne yapmam gerekiyor ?,1
Yatay geçişte aynı anda birden fazla bölüme kabul edilirsem ne yapmam gerekiyor ?,Yatay geçiş ile aynı zamanda birden fazla bölüme alındım ne yapmam gerekiyor ?,1
çift anadalımı yandal programına nasıl çevirebilirim ?,Çift anadal programımı yandal olarak değiştirebiliyor muyum ?,1
çift anadalımı yandal programına nasıl çevirebilirim ?,Çift anadal programımı yandal olarak değiştirmek istiyorum ne yapmam gerekiyor ?,1
Çift anadal programımı yandal olarak değiştirebiliyor muyum ?,Çift anadal programımı yandal olarak değiştirmek istiyorum ne yapmam gerekiyor ?,1
Öğrenci İşleri’nden hangi belgeleri alabilirim ve nasıl başvuruda bulunabilirim?,Öğrenci işlerinden belge nasıl alırım,1
Öğrenci İşleri’nden hangi belgeleri alabilirim ve nasıl başvuruda bulunabilirim?,Öğrenci işlerinden ne tür belgeler alabilirim?,1
Öğrenci işlerinden belge nasıl alırım,Öğrenci işlerinden ne tür belgeler alabilirim?,1
Öğrenci İşleri ofisinden hangi belgeleri alabilirim?,Öğrenci işlerinden ne gibi belgeler alabilirim,1
Öğrenci İşleri ofisinden hangi belgeleri alabilirim?,Öğrenci işlerinden ne tür belgeler alabilirim?,1
Öğrenci işlerinden ne gibi belgeler alabilirim,Öğrenci işlerinden ne tür belgeler alabilirim?,1
Öğrenci belgesi ve not dökümünü (transcript) nasıl talep edebilirim?,öğrenci not dökümü almak istiyorum ne yapmam gerekiyor,1
Öğrenci belgesi ve not dökümünü (transcript) nasıl talep edebilirim?,Transcripti nasıl alabilirim?,1
öğrenci not dökümü almak istiyorum ne yapmam gerekiyor,Transcripti nasıl alabilirim?,1
Belgelerimi benim yerime başka bir kişi alabilir mi?,öğrenci belgemi başka bir arkadaşım alabilir mi,1
Belgelerimi benim yerime başka bir kişi alabilir mi?,Başka biri belgelerimi alabilir mi ?,1
öğrenci belgemi başka bir arkadaşım alabilir mi,Başka biri belgelerimi alabilir mi ?,1
Talep ettiğim belgeleri ne zaman alabilirim?,belgelerimi ne zaman alırım,1
Talep ettiğim belgeleri ne zaman alabilirim?,Ne zaman belgelerim hazır olur?,1
belgelerimi ne zaman alırım,Ne zaman belgelerim hazır olur?,1
Online olarak öğrenci belgesi transkript alınabilir mi ?,Online olarak öğrenci belgesini isteyebilir miyim ?,1
Online olarak öğrenci belgesi transkript alınabilir mi ?,Okula gitmeden öğrenci belgemi alabilir miyim ?,1
Online olarak öğrenci belgesini isteyebilir miyim ?,Okula gitmeden öğrenci belgemi alabilir miyim ?,1
Bölümde kaçıncı olduğumu nasıl öğrenebilirim ?,Bölümde ki başarı sıramı öğrenebilir miyim ?,1
Bölümde kaçıncı olduğumu nasıl öğrenebilirim ?,Başarı sıra mı nasıl öğrenirim ?,1
Bölümde ki başarı sıramı öğrenebilir miyim ?,Başarı sıra mı nasıl öğrenirim ?,1
Öğrenci kimliğimi nasıl ve nereden alabilirim?,öğrenci kimliğimi nereden alabilirim,1
Öğrenci kimliğimi nasıl ve nereden alabilirim?,Öğrenci kimliği nasıl alınır ve nereden alabilirim?,1
öğrenci kimliğimi nereden alabilirim,Öğrenci kimliği nasıl alınır ve nereden alabilirim?,1
Öğrenci kimliğimi kaybettim. Nasıl yenileyebilirim?,öğrenci kimliğim kayboldu ne yapmalıyım,1
Öğrenci kimliğimi kaybettim. Nasıl yenileyebilirim?,Öğrenci kimliğimi bulamıyorum yenileyebilirmiyim ?,1
öğrenci kimliğim kayboldu ne yapmalıyım,Öğrenci kimliğimi bulamıyorum yenileyebilirmiyim ?,1
İstanbulkart (paso-iett seyahat kartı) nasıl alabilirim?,istanbulkartımı nasıl alırım,1
İstanbulkart (paso-iett seyahat kartı) nasıl alabilirim?,İstanbulkartı nereden alabilirim?,1
istanbulkartımı nasıl alırım,İstanbulkartı nereden alabilirim?,1
Öğrenci kimliğimi kaybettim. Nasıl yenileyebilirim?,öğrenci kimliğimi nasıl yenileyebilirim,1
Öğrenci kimliğimi kaybettim. Nasıl yenileyebilirim?,Öğrenci kartımı kaybettim yenileyebilirmiyim?,1
öğrenci kimliğimi nasıl yenileyebilirim,Öğrenci kartımı kaybettim yenileyebilirmiyim?,1
İETT indirimli seyahat kartı /Paso almak için neler yapmalıyım?,öğrenci pasomu nasıl alabilirim,1
İETT indirimli seyahat kartı /Paso almak için neler yapmalıyım?,Paso nasıl alınır?,1
öğrenci pasomu nasıl alabilirim,Paso nasıl alınır?,1
Öğrenci kartımı nereden alabilirim ?,Öğrenci kartımı nasıl alabilirim ?,1
Öğrenci kartımı nereden alabilirim ?,Öğrenci kartımı nereden alırım?,1
Öğrenci kartımı nasıl alabilirim ?,Öğrenci kartımı nereden alırım?,1
Adres  telefon  vb. bilgilerimde nasıl değişiklik yapabilirim?,iletişim bilgilerimi güncellemek için ne yapmalıyım,1
Adres  telefon  vb. bilgilerimde nasıl değişiklik yapabilirim?,Ulaşım bilgilerimde nasıl değişiklik yapabilirim?,1
iletişim bilgilerimi güncellemek için ne yapmalıyım,Ulaşım bilgilerimde nasıl değişiklik yapabilirim?,1
Adres ve/veya iletişim bilgilerimde değişiklik oldu. Ne yapmalıyım?,adresimi ve iletişim bilgilerimi nasıl güncellerim,1
Adres ve/veya iletişim bilgilerimde değişiklik oldu. Ne yapmalıyım?,Ulaşım bilgilerim değişti nasıl güncellerim?,1
adresimi ve iletişim bilgilerimi nasıl güncellerim,Ulaşım bilgilerim değişti nasıl güncellerim?,1
Transkriptimi (Not Durum Belgesi) nasıl alırım?,transkriptimi nerden ve nasıl alabilirim,1
Transkriptimi (Not Durum Belgesi) nasıl alırım?,Transkript nasıl alınır?,1
transkriptimi nerden ve nasıl alabilirim,Transkript nasıl alınır?,1
Başarı sıramı nasıl öğrenebilirim?,başarı sıramı nereden öğrenebilirim,1
Başarı sıramı nasıl öğrenebilirim?,Başarı sırasına nereden bakılıyor?,1
başarı sıramı nereden öğrenebilirim,Başarı sırasına nereden bakılıyor?,1
(Erkek öğrenciler için) Askerlik ertelemem için ne yapmam gerekli?,Askerliğimi nasıl erteleyebilirim,1
(Erkek öğrenciler için) Askerlik ertelemem için ne yapmam gerekli?,Askerlik erteleyebilirmiyim nereden erteleyebilirim?,1
Askerliğimi nasıl erteleyebilirim,Askerlik erteleyebilirmiyim nereden erteleyebilirim?,1
Askerlik tecil işlemleri nasıl yapılır?,askerliğimi tecil ettirmek istiyorum ne yapabilirim,1
Askerlik tecil işlemleri nasıl yapılır?,Askerliğimi nasıl ertelerim?,1
askerliğimi tecil ettirmek istiyorum ne yapabilirim,Askerliğimi nasıl ertelerim?,1
Askerlik tecil süresini kaçırdım ne yapmam gerekiyor ?,Askerliğimi erteleme süresini kaçırdım ne yapabilirim ?,1
Askerlik tecil süresini kaçırdım ne yapmam gerekiyor ?,Askerlik erteleme zamanını kaçırdım ne yapabilirim ?,1
Askerliğimi erteleme süresini kaçırdım ne yapabilirim ?,Askerlik erteleme zamanını kaçırdım ne yapabilirim ?,1
Askere gitmek istiyorum izin almak için ne yapmam gerekiyor ?,Askere gitmek için izin almak gerekiyor mu ?,1
Askere gitmek istiyorum izin almak için ne yapmam gerekiyor ?,Askere gitmek istiyorum izin gerekli mi ?,1
Askere gitmek için izin almak gerekiyor mu ?,Askere gitmek istiyorum izin gerekli mi ?,1
Tecilimi iptal ettirmek istiyorum ne yapmam gerekiyor ?,tecilimi nasıl iptal ettirebilirim ?,1
Tecilimi iptal ettirmek istiyorum ne yapmam gerekiyor ?,Tecil iptali nasıl oluyor ?,1
tecilimi nasıl iptal ettirebilirim ?,Tecil iptali nasıl oluyor ?,1
Tecil için hangi evraklar gerekli?,Hangi evraklar tecil için gereklidir ?,1
Tecil için hangi evraklar gerekli?,tecil için gerekli evraklar nelerdir ?,1
Hangi evraklar tecil için gereklidir ?,tecil için gerekli evraklar nelerdir ?,1
Kayıt yaptırırken tecil için evrak vermiştim yeterli mi ?,Kayıt yaptırırken tecil için belgeler vermiştim yeterli mi ?,1
Kayıt yaptırırken tecil için evrak vermiştim yeterli mi ?,Tecil için gerekli evrakları kayıt yaptırırken vermiştim yeterli mi?,1
Kayıt yaptırırken tecil için belgeler vermiştim yeterli mi ?,Tecil için gerekli evrakları kayıt yaptırırken vermiştim yeterli mi?,1
Tecilimin yapıldıgını ne zaman ve nereden takip edebilirim ?,Tecil işlemlerini nereden görebilirim ?,1
Tecilimin yapıldıgını ne zaman ve nereden takip edebilirim ?,Tecil işlemlerini nereden takip edebilirim ?,1
Tecil işlemlerini nereden görebilirim ?,Tecil işlemlerini nereden takip edebilirim ?,1
Askerlik şubesinden bakaya kaldığım belirtildi neden ?,Bakaya kaldım neden ?,1
Askerlik şubesinden bakaya kaldığım belirtildi neden ?,Bakaya neden kalınır?,1
Bakaya kaldım neden ?,Bakaya neden kalınır?,1
Kaydımı nasıl dondurabilirim?,Kaydımı dondurmak istiyorum ne yapmalıyım,1
Kaydımı nasıl dondurabilirim?,Okulumu dondurmak istiyorum nasıl yaparım?,1
Kaydımı dondurmak istiyorum ne yapmalıyım,Okulumu dondurmak istiyorum nasıl yaparım?,1
Ne zamana kadar kayıt dondurma başvurusunda bulunabilirim?,kayıt dondurma için ne zaman başvurabilirim,1
Ne zamana kadar kayıt dondurma başvurusunda bulunabilirim?,Kayıt dondurma ne zamana kadar yapılabilir?,1
kayıt dondurma için ne zaman başvurabilirim,Kayıt dondurma ne zamana kadar yapılabilir?,1
Kaç dönem kayıt dondurabilirim?,kaç kez kayıt dondurabilirim,1
Kaç dönem kayıt dondurabilirim?,Ne kadar süreliğine kayıt dondurabilirim ?,1
kaç kez kayıt dondurabilirim,Ne kadar süreliğine kayıt dondurabilirim ?,1
Kaydımı nasıl sildirebilirim?,kaydımı sildirmek istiyorum ne yapmalıyım,1
Kaydımı nasıl sildirebilirim?,Kayıt silme işlemi nasıl yapılıyor?,1
kaydımı sildirmek istiyorum ne yapmalıyım,Kayıt silme işlemi nasıl yapılıyor?,1
Kayıt dondurma şartları nelerdir?,kaydımı nasıl dondurabilirim,1
Kayıt dondurma şartları nelerdir?,Okul dondurma şartları nedir?,1
kaydımı nasıl dondurabilirim,Okul dondurma şartları nedir?,1
Kayıt sildirme başvurusu nasıl yapılır?,kaydımı sildirmek istiyorum ,1
Kayıt sildirme başvurusu nasıl yapılır?,Kayıt sildirmek için ne yapmam gerekiyor?,1
kaydımı sildirmek istiyorum ,Kayıt sildirmek için ne yapmam gerekiyor?,1
Almakla yükümlü olduğum kredileri  müfredatı nereden görebilirim?,almam gereken kredileri ve müfredatı nereden görebilirim?,1
