,q1,q2
1035,Okulun içinde hangi cafeler var ?,Okulda hangi cafeler bulunuyor ?
1036,Okulun içinde hangi cafeler var ?,Okuldaki cafeleri öğrenebilir miyim ?
1037,Okulda hangi cafeler bulunuyor ?,Okuldaki cafeleri öğrenebilir miyim ?
1038,Dekanlık hangi konularda yardımcı olabilir ?,Dekanlıktan nasıl yardım alabilirim ?
1039,Dekanlık hangi konularda yardımcı olabilir ?,Dekanlık ne tür yardımda bulunabilir ?
1040,Dekanlıktan nasıl yardım alabilirim ?,Dekanlık ne tür yardımda bulunabilir ?
1041,Ödeme tarihimi geçirdim ne olur ?,Ödeme tarihini geçirdim fiyatta artış olur mu ?
1042,Ödeme tarihimi geçirdim ne olur ?,Ödemeyi zamanında yapmazsam ne olur ?
1043,Ödeme tarihini geçirdim fiyatta artış olur mu ?,Ödemeyi zamanında yapmazsam ne olur ?
1044,Çan eğrisi var mı ?,Çan eğrisi oluyor mu ?
1045,Çan eğrisi var mı ?,Bütün derslerde çan var mı ?
1046,Çan eğrisi oluyor mu ?,Bütün derslerde çan var mı ?
1047,Mazeret için hangi raporları kabul ediyorsunuz ?,Sınava girmedim raporu nereden almam gerekiyor ?
1048,Mazeret için hangi raporları kabul ediyorsunuz ?,Hasta oldugum için sınava giremedim raporu nereden almam gerekiyor?
1049,Sınava girmedim raporu nereden almam gerekiyor ?,Hasta oldugum için sınava giremedim raporu nereden almam gerekiyor?
1050,Mazeret raporunu nereye vermem gerekiyor?,Mazeret raporu aldım nereye bırakabilirim ?
1051,Mazeret raporunu nereye vermem gerekiyor?,Mazeret raporunu hocaya mı vermem gerekiyor ?
1052,Mazeret raporu aldım nereye bırakabilirim ?,Mazeret raporunu hocaya mı vermem gerekiyor ?
1053,Okulun zorunlu kitapları var mı ?,Bölüme geçtim almam gereken kitaplar var mı ?
1054,Okulun zorunlu kitapları var mı ?,Bölümümde almam gereken zorunlu kitaplar var mı ?
1055,Bölüme geçtim almam gereken kitaplar var mı ?,Bölümümde almam gereken zorunlu kitaplar var mı ?
1056,Okulun önerdiği kaynakları nereden bulabilirim ?,Dersin önerdiği kitabı nereden bulabilirim ?
1057,Okulun önerdiği kaynakları nereden bulabilirim ?,Hocamızın önerdiği kitapları nereden bulabilirim ?
1058,Dersin önerdiği kitabı nereden bulabilirim ?,Hocamızın önerdiği kitapları nereden bulabilirim ?
1059,İhtiyaç bursu nedir ?,İhtiyaç bursu ne demektir ?
1060,İhtiyaç bursu nedir ?,İhtiyaç bursunun anlamı nedir ?
1061,İhtiyaç bursu ne demektir ?,İhtiyaç bursunun anlamı nedir ?
1062,İhtiyaç bursu nasıl alınır ?,İhtiyaç bursu için nereye başvurmam gerekiyor ?
1063,İhtiyaç bursu nasıl alınır ?,İhtiyaç bursu için nereye gitmem gerekiyor ?
1064,İhtiyaç bursu için nereye başvurmam gerekiyor ?,İhtiyaç bursu için nereye gitmem gerekiyor ?
1065,Özel yetenek sınavı nedir ?,Özel yetenek sınavı ne demektir ?
1066,Özel yetenek sınavı nedir ?,Özel yetenek sınavı ne anlama gelmektedir ?
1067,Özel yetenek sınavı ne demektir ?,Özel yetenek sınavı ne anlama gelmektedir ?
1068,Özel yetenek sınavları ne zaman yapılıyor ?,Özel yetenek sınavı tarihleri ne zaman ?
1069,Özel yetenek sınavları ne zaman yapılıyor ?,Özel yetenek sınavına ne zaman girmem gerekiyor ?
1070,Özel yetenek sınavı tarihleri ne zaman ?,Özel yetenek sınavına ne zaman girmem gerekiyor ?
1071,Okul duyurularını nereden bulabilirim ?,Okul duyuruları nerede paylaşılıyor ?
1072,Okul duyurularını nereden bulabilirim ?,Okul duyurularını nereden görebilirim ?
1073,Okul duyuruları nerede paylaşılıyor ?,Okul duyurularını nereden görebilirim ?
1074,Bilgi Enerji müzesi nerede?,Bilgi enerji müzesine nasıl gidebilirim ?
1075,Bilgi Enerji müzesi nerede?,Bilginin müzesine nasıl giderim ?
1076,Bilgi enerji müzesine nasıl gidebilirim ?,Bilginin müzesine nasıl giderim ?
1077,Aday öğrenciyim Okula nasıl ulaşabilirim,Aday öğrenciyim okula ulaşmak istiyorum
1078,Aday öğrenciyim Okula nasıl ulaşabilirim,Aday öğrenciyim okulun iletişim adresini alabilir miyim ?
1079,Aday öğrenciyim okula ulaşmak istiyorum,Aday öğrenciyim okulun iletişim adresini alabilir miyim ?
1080,Bilgi talent nedir ?,Bilgi talent ne anlama gelmektedir ?
1081,Bilgi talent nedir ?,Bilgi talent ne demektir ?
1082,Bilgi talent ne anlama gelmektedir ?,Bilgi talent ne demektir ?
1083,Bilgi talent üzerinden ne gibi işlemler yapabilirim ?,bilgi talent ne konularda yardımcı olabilir ?
1084,Bilgi talent üzerinden ne gibi işlemler yapabilirim ?,Bilgi talent ne gibi işlemler yapar ?
1085,bilgi talent ne konularda yardımcı olabilir ?,Bilgi talent ne gibi işlemler yapar ?
1086,Okuldaki bi seminere katılmak istiyorum nasıl yapabilirim ?,Seminere nereden başvurabilirim ?
1087,Okuldaki bi seminere katılmak istiyorum nasıl yapabilirim ?,Seminerler için hangi birime başvurmam gerekiyor ?
1088,Seminere nereden başvurabilirim ?,Seminerler için hangi birime başvurmam gerekiyor ?
1089,Bilgi talent den danışmanlık başvurusu nasıl yapabilirim ?,Bilgi talent den danışmanlık başvurusunu nasıl yapıyoruz ?
1090,Bilgi talent den danışmanlık başvurusu nasıl yapabilirim ?,Bilgi talentden danışmanlık başvurusunu nasıl alırım ?
1091,Bilgi talent den danışmanlık başvurusunu nasıl yapıyoruz ?,Bilgi talentden danışmanlık başvurusunu nasıl alırım ?
1092,CV hazırlamak istiyorum nasıl yardım alabilirim ?,CV nasıl hazırlarım ?
1093,CV hazırlamak istiyorum nasıl yardım alabilirim ?,CV hazırlamak istiyorum nereden yardım alabilirim ?
1094,CV nasıl hazırlarım ?,CV hazırlamak istiyorum nereden yardım alabilirim ?
1095,Bilgi sertifika programlarına kimler katılabilir ?,Bilgi sertifika programına katılmak istiyorum
1096,Bilgi sertifika programlarına kimler katılabilir ?,bilgi sertifika programına katılma şartları nedir ?
1097,Bilgi sertifika programına katılmak istiyorum,bilgi sertifika programına katılma şartları nedir ?
1098,Bilgi sertifika programı ne zaman ?,bilgi sertifika programı ne zaman yapılıyor 
1099,Bilgi sertifika programı ne zaman ?,Bilgi sertifika programı hangi tarih aralıgında ?
1100,bilgi sertifika programı ne zaman yapılıyor ,Bilgi sertifika programı hangi tarih aralıgında ?
1101,Bilgi sertifika programı nerede ?,Bilgi sertifika programı nerede yapılıyor ?
1102,Bilgi sertifika programı nerede ?,bilgi sertifika programı hangi kampüste ?
1103,Bilgi sertifika programı nerede yapılıyor ?,bilgi sertifika programı hangi kampüste ?
1104,Bilgi sertifika programına katılım ücretli mi ?,Bilgi sertifika programına katılmak istiyorum ücretli mi ?
1105,Bilgi sertifika programına katılım ücretli mi ?,Bilgi sertifika programının fiyatı ne kadar ?
1106,Bilgi sertifika programına katılmak istiyorum ücretli mi ?,Bilgi sertifika programının fiyatı ne kadar ?
1107,Kariyer günleri ne demek ?,Kariyer günleri ne anlama geliyor ?
1108,Kariyer günleri ne demek ?,Kariyer günlerinin anlamı nedir ?
1109,Kariyer günleri ne anlama geliyor ?,Kariyer günlerinin anlamı nedir ?
1110,Kariyer günleri ne zaman ?,Kariyer günlerinin tarihini öğrenebilir miyim ?
1111,Kariyer günleri ne zaman ?,Kariyer günleri hangi tarihler arasında ?
1112,Kariyer günlerinin tarihini öğrenebilir miyim ?,Kariyer günleri hangi tarihler arasında ?
1113,Kariyer günlerinin içerigini nereden bulabilirim ?,Kariyer günlerinin program akışı nerede ?
1114,Kariyer günlerinin içerigini nereden bulabilirim ?,Kariyer günlerinin içerigi nereden paylaşılıyor ?
1115,Kariyer günlerinin program akışı nerede ?,Kariyer günlerinin içerigi nereden paylaşılıyor ?
1116,Yetenek ve Kariyer Gelişimi Atölyeleri ne demektir ,Yetenek ve Kariyer Gelişimi Atölyeleri ne anlama gelmektedir ?
1117,Yetenek ve Kariyer Gelişimi Atölyeleri ne demektir , Yetenek ve Kariyer Gelişimi Atölyeleri anlamı nedir ?
1118,Yetenek ve Kariyer Gelişimi Atölyeleri ne anlama gelmektedir ?, Yetenek ve Kariyer Gelişimi Atölyeleri anlamı nedir ?
1119,Yetenek ve Kariyer Gelişimi Atölyelerinde ne yapılmaktadır ?,Yetenek ve Kariyer Gelişimi Atölyelerinde ne gibi hizmetler bulunuyor ?
1120,Yetenek ve Kariyer Gelişimi Atölyelerinde ne yapılmaktadır ?,Yetenek ve Kariyer Gelişimi Atölyelerinde hangi hizmetler var ?
1121,Yetenek ve Kariyer Gelişimi Atölyelerinde ne gibi hizmetler bulunuyor ?,Yetenek ve Kariyer Gelişimi Atölyelerinde hangi hizmetler var ?
1122,Yetenek ve Kariyer Gelişimi Atölyelerine kimler katılabilir ?,Yetenek ve Kariyer Gelişimi Atölyelerine katılım şartları nedir ?
1123,Yetenek ve Kariyer Gelişimi Atölyelerine kimler katılabilir ?,Yetenek ve Kariyer Gelişimi Atölyelerine katılmak istiyorum 
1124,Yetenek ve Kariyer Gelişimi Atölyelerine katılım şartları nedir ?,Yetenek ve Kariyer Gelişimi Atölyelerine katılmak istiyorum 
1125,Yetenek ve Kariyer Gelişimi Atölyeleri ne zaman ?,Yetenek ve Kariyer Gelişimi Atölyeleri tarihini öğrenebilir miyim ?
1126,Yetenek ve Kariyer Gelişimi Atölyeleri ne zaman ?,Yetenek ve Kariyer Gelişimi Atölyeleri tarihi hangi aralıkta ?
1127,Yetenek ve Kariyer Gelişimi Atölyeleri tarihini öğrenebilir miyim ?,Yetenek ve Kariyer Gelişimi Atölyeleri tarihi hangi aralıkta ?
1128,Yetenek ve Kariyer Gelişimi Atölyeleri nerede ?,Yetenek ve Kariyer Gelişimi Atölyeleri nerede yapılmakta ?
1129,Yetenek ve Kariyer Gelişimi Atölyeleri nerede ?,Yetenek ve Kariyer Gelişimi Atölyeleri hangi kampüste ?
1130,Yetenek ve Kariyer Gelişimi Atölyeleri nerede yapılmakta ?,Yetenek ve Kariyer Gelişimi Atölyeleri hangi kampüste ?
1131,Yetenek ve Kariyer Gelişimi Danışmanlığı nedir ?,Yetenek ve Kariyer Gelişimi Danışmanlığı ne anlama gelmektedir ?
1132,Yetenek ve Kariyer Gelişimi Danışmanlığı nedir ?,Yetenek ve Kariyer Gelişimi Danışmanlığı anlamı nedir ?
1133,Yetenek ve Kariyer Gelişimi Danışmanlığı ne anlama gelmektedir ?,Yetenek ve Kariyer Gelişimi Danışmanlığı anlamı nedir ?
1134,Yetenek ve Kariyer Gelişimi Danışmanlığı nasıl alabilirim ?,Yetenek ve Kariyer Gelişimi Danışmanlığı nasıl alınır ?
1135,Yetenek ve Kariyer Gelişimi Danışmanlığı nasıl alabilirim ?,Yetenek ve Kariyer Gelişimi Danışmanlığı kimler alabilir ?
1136,Yetenek ve Kariyer Gelişimi Danışmanlığı nasıl alınır ?,Yetenek ve Kariyer Gelişimi Danışmanlığı kimler alabilir ?
1137,Yetenek ve Kariyer Gelişimi Danışmanlığında kimler yardımcı oluyor ?,Yetenek ve Kariyer Gelişimi Danışmanlığında yardımcı olacak kişileri öğrenebilir miyim ?
1138,Yetenek ve Kariyer Gelişimi Danışmanlığında kimler yardımcı oluyor ?,Yetenek ve Kariyer Gelişimi Danışmanlığında hangi uzmanlar var ?
1139,Yetenek ve Kariyer Gelişimi Danışmanlığında yardımcı olacak kişileri öğrenebilir miyim ?,Yetenek ve Kariyer Gelişimi Danışmanlığında hangi uzmanlar var ?
1140,Mülakat provası nerede yapılmakta ?,Mülakat provasına katılmak istiyorum nerede yapılıyor ?
1141,Mülakat provası nerede yapılmakta ?,Mülakat provası nerede ?
1142,Mülakat provasına katılmak istiyorum nerede yapılıyor ?,Mülakat provası nerede ?
1143,Uluslararası Olanaklar ve Fırsatlar hakkında bilgi alabilir miyim ?,Ne gibi Uluslararası Olanaklar ve Fırsatlar var ?
1144,Uluslararası Olanaklar ve Fırsatlar hakkında bilgi alabilir miyim ?,Uluslararası Olanaklar ve Fırsatları öğrenebilir miyim
1145,Ne gibi Uluslararası Olanaklar ve Fırsatlar var ?,Uluslararası Olanaklar ve Fırsatları öğrenebilir miyim
1146,Gönüllü Stajlar ne demektir ?,Gönüllü Staj ne anlama gelmektedir ?
1147,Gönüllü Stajlar ne demektir ?,Gönüllü Staj nedir ?
1148,Gönüllü Staj ne anlama gelmektedir ?,Gönüllü Staj nedir ?
1149,Gönüllü Staj nasıl yapabilirim ?,Gönüllü Staj yapmak istiyorum
1150,Gönüllü Staj nasıl yapabilirim ?,Gönüllü Staj nasıl yapılır ?
1151,Gönüllü Staj yapmak istiyorum,Gönüllü Staj nasıl yapılır ?
1152,Gönüllü Staj yaparsam zorunlu staj yerine geçer mi ?,Zorunlu stajımın yerine gönüllü yaparsam olur mu ?
1153,Gönüllü Staj yaparsam zorunlu staj yerine geçer mi ?,Gönüllü Staj yaparsam zorunlu stajımı muaf edebilir miyim ?
1154,Zorunlu stajımın yerine gönüllü yaparsam olur mu ?,Gönüllü Staj yaparsam zorunlu stajımı muaf edebilir miyim ?
1155,Gönüllü Stajda sigortamı okul mu karşılıyor ?,Gönüllü Stajda sigortam karşılanıyor mu ?
1156,Gönüllü Stajda sigortamı okul mu karşılıyor ?,Gönüllü Staj sgk yı neresi ödüyor ?
1157,Gönüllü Stajda sigortam karşılanıyor mu ?,Gönüllü Staj sgk yı neresi ödüyor ?
1158,Gönüllü Staja başlamadan önce ne zaman okula bildirmem gerekiyor ?,Gönüllü Staj için okula ne zaman bildirmem gerekiyor ?
1159,Gönüllü Staja başlamadan önce ne zaman okula bildirmem gerekiyor ?,Gönüllü Staj işlemleri için okula ne zaman başvurmam gerekiyor ?
1160,Gönüllü Staj için okula ne zaman bildirmem gerekiyor ?,Gönüllü Staj işlemleri için okula ne zaman başvurmam gerekiyor ?
1161,İş ve staj ilanlarını nereden bulabilirim ?,İş ve staj imkanları nereden paylaşılıyor ?
1162,İş ve staj ilanlarını nereden bulabilirim ?,İş ve staj ilanlarına nereden ulaşabilirim ?
1163,İş ve staj imkanları nereden paylaşılıyor ?,İş ve staj ilanlarına nereden ulaşabilirim ?
1164,Staj için gerekli evraklar nelerdir ?,Staj için gerekli evrakları öğrenebilir miyim ?
1165,Staj için gerekli evraklar nelerdir ?,Staj için hangi evraklar gerekiyor ?
1166,Staj için gerekli evrakları öğrenebilir miyim ?,Staj için hangi evraklar gerekiyor ?
1167,Uluslararası Öğrenci Danışmanlık Ofisi ne konuda yardımcı olur ?,Uluslararası Öğrenci Danışmanlık Ofisinin amacı nedir ?
1168,Uluslararası Öğrenci Danışmanlık Ofisi ne konuda yardımcı olur ?,Uluslararası Öğrenci Danışmanlık Ofisi hangi konular hakkında bilgi verebilir 
1169,Uluslararası Öğrenci Danışmanlık Ofisinin amacı nedir ?,Uluslararası Öğrenci Danışmanlık Ofisi hangi konular hakkında bilgi verebilir 
1170,Uluslararası Öğrenci Danışmanlık Ofisi nerede ?,Uluslararası Öğrenci Danışmanlık Ofisi hangi kampüste ?
1171,Uluslararası Öğrenci Danışmanlık Ofisi nerede ?,Uluslararası Öğrenci Danışmanlık Ofisi nerede bulabilirim ?
1172,Uluslararası Öğrenci Danışmanlık Ofisi hangi kampüste ?,Uluslararası Öğrenci Danışmanlık Ofisi nerede bulabilirim ?
1173,Uluslararası Öğrenci Danışmanlık Ofisinin faliyetleri nelerdir ?,Uluslararası Öğrenci Danışmanlık Ofisi hangi faliyetleri yapar ?
1174,Uluslararası Öğrenci Danışmanlık Ofisinin faliyetleri nelerdir ?,Uluslararası Öğrenci Danışmanlık Ofisi ne tür faliyetler yapar ?
1175,Uluslararası Öğrenci Danışmanlık Ofisi hangi faliyetleri yapar ?,Uluslararası Öğrenci Danışmanlık Ofisi ne tür faliyetler yapar ?
1176,Yabancı öğrenci İstanbula geldikten sonra ne yapılması gerekiyor ?,Uluslararası Öğrenci istanbula geldiginde ne yapmalı ?
1177,Yabancı öğrenci İstanbula geldikten sonra ne yapılması gerekiyor ?,Uluslararası Öğrenci istanbula geldikten sonra ne tür işlemler yapmalı ?
1178,Uluslararası Öğrenci istanbula geldiginde ne yapmalı ?,Uluslararası Öğrenci istanbula geldikten sonra ne tür işlemler yapmalı ?
1179,Uluslar arası öğrenciyim ikamet izni nasıl alabilirim ?,Yabancı öğrenciyim ikamet izni nasıl alabilirim
1180,Uluslar arası öğrenciyim ikamet izni nasıl alabilirim ?,Yabancı öğrenciyim ikamet izni hakkında bilgi alabilirmiyim ?
1181,Yabancı öğrenciyim ikamet izni nasıl alabilirim,Yabancı öğrenciyim ikamet izni hakkında bilgi alabilirmiyim ?
1182,Dilekçe örneklerine nasıl ulaşabilirim ?,Dilekçe örnegi var mı ?
1183,Dilekçe örneklerine nasıl ulaşabilirim ?,Dilekçe örnegi paylaşıyor musunuz ?
1184,Dilekçe örnegi var mı ?,Dilekçe örnegi paylaşıyor musunuz ?
1185,Okulun yönergelerine nasıl ulaşırım ?,Bilginin yönergelerini öğrenebilir miyim ?
1186,Okulun yönergelerine nasıl ulaşırım ?,Yönergeler hakkında detaylı bilgi alabilir miyim ?
1187,Bilginin yönergelerini öğrenebilir miyim ?,Yönergeler hakkında detaylı bilgi alabilir miyim ?
1188,Uluslararası öğrenci fotoğraf yarışması hakkında bilgi alabilir miyim ?,Fotograf yarışması hakkında bilgi almak istiyorum 
1189,Uluslararası öğrenci fotoğraf yarışması hakkında bilgi alabilir miyim ?,Fotoğraf yarışması hakkında bilgiyi nereden alabilirim 
1190,Fotograf yarışması hakkında bilgi almak istiyorum ,Fotoğraf yarışması hakkında bilgiyi nereden alabilirim 
1191,Hukuk fakültesi yandal programları hakkında bilgi alabilir miyim ?,Hukuk fakültesi yandalları nelerdir ?
1192,Hukuk fakültesi yandal programları hakkında bilgi alabilir miyim ?,hukuk fakültesi yandal programları nelerdir ?
1193,Hukuk fakültesi yandalları nelerdir ?,hukuk fakültesi yandal programları nelerdir ?
1194,Hukuk fakültesi iletişim bilgilerini alabilir miyim ?,Hukuk fakültesi iletişim bilgilerini nereden alabilirim ?
1195,Hukuk fakültesi iletişim bilgilerini alabilir miyim ?,hukuk fakültesi iletişim bilgilerini almak istiyorum
1196,Hukuk fakültesi iletişim bilgilerini nereden alabilirim ?,hukuk fakültesi iletişim bilgilerini almak istiyorum
1197,İletişim fakültesi iletişim bilgilerini alabilir miyim ?,İletişim fakültesi iletişim bilgilerini nereden alabilirim ?
1198,İletişim fakültesi iletişim bilgilerini alabilir miyim ?,İletişim fakültesi iletişim bilgilerini almak istiyorum
1199,İletişim fakültesi iletişim bilgilerini nereden alabilirim ?,İletişim fakültesi iletişim bilgilerini almak istiyorum
1200,İşletme fakültesi iletişim bilgilerini alabilir miyim ?,İşletme fakültesi iletişim bilgilerini nereden alabilirim ?
1201,İşletme fakültesi iletişim bilgilerini alabilir miyim ?,İşletme fakültesi iletişim bilgilerini almak istiyorum
1202,İşletme fakültesi iletişim bilgilerini nereden alabilirim ?,İşletme fakültesi iletişim bilgilerini almak istiyorum
1203,Mimarlık fakültesi iletişim bilgilerini alabilir miyim ?,Mimarlık fakültesi iletişim bilgilerini nereden alabilirim ?
1204,Mimarlık fakültesi iletişim bilgilerini alabilir miyim ?,Mimarlık fakültesi iletişim bilgilerini almak istiyorum
1205,Mimarlık fakültesi iletişim bilgilerini nereden alabilirim ?,Mimarlık fakültesi iletişim bilgilerini almak istiyorum
1206,Mühendislik ve doğa bilimleri fakültesi iletişim bilgilerini alabilir miyim ?,Mühendislik ve doğa bilimleri fakültesi iletişim bilgilerini nereden alabilirim ?
1207,Mühendislik ve doğa bilimleri fakültesi iletişim bilgilerini alabilir miyim ?,Mühendislik ve doğa bilimleri fakültesi iletişim bilgilerini almak istiyorum
1208,Mühendislik ve doğa bilimleri fakültesi iletişim bilgilerini nereden alabilirim ?,Mühendislik ve doğa bilimleri fakültesi iletişim bilgilerini almak istiyorum
1209,Sağlık bilimleri fakültesi iletişim bilgilerini alabilir miyim ?,Sağlık bilimleri fakültesi iletişim bilgilerini nereden alabilirim ?
1210,Sağlık bilimleri fakültesi iletişim bilgilerini alabilir miyim ?,Sağlık bilimleri fakültesi iletişim bilgilerini almak istiyorum
1211,Sağlık bilimleri fakültesi iletişim bilgilerini nereden alabilirim ?,Sağlık bilimleri fakültesi iletişim bilgilerini almak istiyorum
1212,sosyal ve beşeri bilimler fakültesi iletişim bilgilerini alabilir miyim ?,sosyal ve beşeri bilimler fakültesi iletişim bilgilerini nereden alabilirim ?
1213,sosyal ve beşeri bilimler fakültesi iletişim bilgilerini alabilir miyim ?,sosyal ve beşeri bilimler fakültesi iletişim bilgilerini almak istiyorum
1214,sosyal ve beşeri bilimler fakültesi iletişim bilgilerini nereden alabilirim ?,sosyal ve beşeri bilimler fakültesi iletişim bilgilerini almak istiyorum
1215,Adalet meslek yüksek okulu iletişim bilgilerini alabilir miyim ?,Adalet meslek yüksek okulu iletişim bilgilerini nereden alabilirim ?
1216,Adalet meslek yüksek okulu iletişim bilgilerini alabilir miyim ?,Adalet meslek yüksek okulu iletişim bilgilerini almak istiyorum
1217,Adalet meslek yüksek okulu iletişim bilgilerini nereden alabilirim ?,Adalet meslek yüksek okulu iletişim bilgilerini almak istiyorum
1218,Sivil havacılık Yüksek okulu iletişim bilgilerini alabilir miyim ?,Sivil havacılık Yüksek okulu iletişim bilgilerini nereden alabilirim ?
1219,Sivil havacılık Yüksek okulu iletişim bilgilerini alabilir miyim ?,Sivil havacılık Yüksek okulu iletişim bilgilerini almak istiyorum
1220,Sivil havacılık Yüksek okulu iletişim bilgilerini nereden alabilirim ?,Sivil havacılık Yüksek okulu iletişim bilgilerini almak istiyorum
1221,Spor bilimleri ve teknolojisi yüksekokulu iletişim bilgilerini alabilir miyim ?,Spor bilimleri ve teknolojisi yüksekokulu iletişim bilgilerini nereden alabilirim ?
1222,Spor bilimleri ve teknolojisi yüksekokulu iletişim bilgilerini alabilir miyim ?,Spor bilimleri ve teknolojisi yüksekokulu iletişim bilgilerini almak istiyorum
1223,Spor bilimleri ve teknolojisi yüksekokulu iletişim bilgilerini nereden alabilirim ?,Spor bilimleri ve teknolojisi yüksekokulu iletişim bilgilerini almak istiyorum
1224,Turizm ve otelcilik Yüksekokulu iletişim bilgilerini alabilir miyim ?,Turizm ve otelcilik Yüksekokulu iletişim bilgilerini nereden alabilirim ?
1225,Turizm ve otelcilik Yüksekokulu iletişim bilgilerini alabilir miyim ?,Turizm ve otelcilik Yüksekokulu iletişim bilgilerini almak istiyorum
1226,Turizm ve otelcilik Yüksekokulu iletişim bilgilerini nereden alabilirim ?,Turizm ve otelcilik Yüksekokulu iletişim bilgilerini almak istiyorum
1227,Uygulamalı bilimler yüksek okulu iletişim bilgilerini alabilir miyim ?,Uygulamalı bilimler yüksek okulu iletişim bilgilerini nereden alabilirim ?
1228,Uygulamalı bilimler yüksek okulu iletişim bilgilerini alabilir miyim ?,Uygulamalı bilimler yüksek okulu iletişim bilgilerini almak istiyorum
1229,Uygulamalı bilimler yüksek okulu iletişim bilgilerini nereden alabilirim ?,Uygulamalı bilimler yüksek okulu iletişim bilgilerini almak istiyorum
1230,Lisansüstü Programlar Enstitüsü iletişim bilgilerini alabilir miyim ?,Lisansüstü Programlar Enstitüsü iletişim bilgilerini nereden alabilirim ?
1231,Lisansüstü Programlar Enstitüsü iletişim bilgilerini alabilir miyim ?,Lisansüstü Programlar Enstitüsü iletişim bilgilerini almak istiyorum
1232,Lisansüstü Programlar Enstitüsü iletişim bilgilerini nereden alabilirim ?,Lisansüstü Programlar Enstitüsü iletişim bilgilerini almak istiyorum
1233,Avrupa Birliği Enstitüsü iletişim bilgilerini alabilir miyim ?,Avrupa Birliği Enstitüsü iletişim bilgilerini nereden alabilirim ?
1234,Avrupa Birliği Enstitüsü iletişim bilgilerini alabilir miyim ?,Avrupa Birliği Enstitüsü iletişim bilgilerini almak istiyorum
1235,Avrupa Birliği Enstitüsü iletişim bilgilerini nereden alabilirim ?,Avrupa Birliği Enstitüsü iletişim bilgilerini almak istiyorum
1236,Bilişim ve Teknoloji Hukuku Enstitüsü iletişim bilgilerini alabilir miyim ?,Bilişim ve Teknoloji Hukuku Enstitüsü iletişim bilgilerini nereden alabilirim ?
1237,Bilişim ve Teknoloji Hukuku Enstitüsü iletişim bilgilerini alabilir miyim ?,Bilişim ve Teknoloji Hukuku Enstitüsü iletişim bilgilerini almak istiyorum
1238,Bilişim ve Teknoloji Hukuku Enstitüsü iletişim bilgilerini nereden alabilirim ?,Bilişim ve Teknoloji Hukuku Enstitüsü iletişim bilgilerini almak istiyorum
1239,Sağlık Hizmetleri Meslek Yüksekokulu iletişim bilgilerini alabilir miyim ?,Sağlık Hizmetleri Meslek Yüksekokulu iletişim bilgilerini nereden alabilirim ?
1240,Sağlık Hizmetleri Meslek Yüksekokulu iletişim bilgilerini alabilir miyim ?,Sağlık Hizmetleri Meslek Yüksekokulu iletişim bilgilerini almak istiyorum
1241,Sağlık Hizmetleri Meslek Yüksekokulu iletişim bilgilerini nereden alabilirim ?,Sağlık Hizmetleri Meslek Yüksekokulu iletişim bilgilerini almak istiyorum
1242,İstanbul Bilgi Üniversitesi Araştırma Politikası nedir ?,İstanbul Bilgi Üniversitesi Araştırma Politikası nasıldır ?
1243,İstanbul Bilgi Üniversitesi Araştırma Politikası nedir ?,İstanbul Bilgi Üniversitesi Araştırma Politikasını öğrenmek istiyorum ?
1244,İstanbul Bilgi Üniversitesi Araştırma Politikası nasıldır ?,İstanbul Bilgi Üniversitesi Araştırma Politikasını öğrenmek istiyorum ?
1245,bilgi üniversitesi araştırma gruplarını öğrenebilir miyim ?,Bilgi üniversitesi araştırma grubunda kimler var ?
1246,bilgi üniversitesi araştırma gruplarını öğrenebilir miyim ?,Bilgi üniversitesi araştırma grubu hakkında bilgi almak istiyorum
1247,Bilgi üniversitesi araştırma grubunda kimler var ?,Bilgi üniversitesi araştırma grubu hakkında bilgi almak istiyorum
1248,Bilgi üniversitesi öğrenci projelerini öğrenebilir miyim ?,Bilgi üniversitesi öğrenci projelerine nereden ulabilirim ?
1249,Bilgi üniversitesi öğrenci projelerini öğrenebilir miyim ?,Bilgi üniversitesi öğrenci projeleri hangi sayfada bulunmakta ?
1250,Bilgi üniversitesi öğrenci projelerine nereden ulabilirim ?,Bilgi üniversitesi öğrenci projeleri hangi sayfada bulunmakta ?
1251,Etik kurulu nedir ?,Etik kurulu ne demektir ?
1252,Etik kurulu nedir ?,Etik kurulu ne anlama gelmektedir ?
1253,Etik kurulu ne demektir ?,Etik kurulu ne anlama gelmektedir ?
1254,Etik kurulunda kimler var ?,Etik kurulu üyeleri kimlerdir ?
1255,Etik kurulunda kimler var ?,Etik kurulunda bulunan üyeleri öğrenmek istiyorum 
1256,Etik kurulu üyeleri kimlerdir ?,Etik kurulunda bulunan üyeleri öğrenmek istiyorum 
1257,Projeler ofisi iletişim bilgilerini öğrenebilir miyim ,Proje ofisi iletişim bilgileri nedir?
1258,Projeler ofisi iletişim bilgilerini öğrenebilir miyim ,Proje ofisi iletişim bilgilerini alabilir miyim?
1259,Proje ofisi iletişim bilgileri nedir?,Proje ofisi iletişim bilgilerini alabilir miyim?
1260,Proje ofisindeki ekipte kimler var ?,Proje ofisinde hangi akademisyenler var ?
1261,Proje ofisindeki ekipte kimler var ?,Proje ofisinde kimler çalışıyor ?
1262,Proje ofisinde hangi akademisyenler var ?,Proje ofisinde kimler çalışıyor ?
1263,Proje ofisinin yönergesi hakkında bilgi alabilir miyim ?,Proje ofisinin yönergesini nereden bulabilirim ?
